galaxy,R_kpc,Vobs_kms,log_gobs_a0,log_gbar_a0
NGC2841,5.48,308.0,0.6697859279594761,0.3623460324642288
NGC2841,5.83,313.0,0.6568851737768396,0.33013531249914563
NGC2841,6.16,314.0,0.6357436374249612,0.30193449939387873
NGC2841,6.51,315.0,0.6145051724539659,0.28045618066773564
NGC2841,6.86,317.0,0.597259462171708,0.260329999106925
NGC2841,7.18,320.0,0.5856405658404683,0.24149020640901314
NGC2841,7.51,316.0,0.555199281675596,0.22330715795933404
NGC2841,7.85,318.0,0.5414496366665696,0.20791439500574674
NGC2841,8.21,321.0,0.5301319611332601,0.1907845309543811
NGC2841,8.57,323.0,0.5168892761819643,0.17063246728065565
NGC2841,8.9,321.0,0.4950851116077881,0.15134008308617725
NGC2841,9.24,323.0,0.4841981268850558,0.12972852802068227
NGC2841,9.6,323.0,0.4675988650655941,0.10682606170485062
NGC2841,9.93,322.0,0.45022754833923745,0.0879378218329653
NGC2841,10.27,321.0,0.43290467465542265,0.07043487012987533
NGC2841,10.6,323.0,0.42456423284039235,0.053687355441699065
NGC2841,10.93,322.0,0.40855663488491584,0.037594954358638154
NGC2841,11.27,321.0,0.3925512022065944,0.02088976973489438
NGC2841,12.31,323.0,0.3596120451738462,-0.03369091552440182
NGC2841,14.35,319.0,0.28219451848730787,-0.15059682510904135
NGC2841,16.4,308.0,0.1937226383961475,-0.26755032353097785
NGC2841,18.48,299.0,0.11610546320772817,-0.36926178525321146
NGC2841,20.57,299.0,0.06957313839709199,-0.4508998695967521
NGC2841,22.51,298.0,0.027522086594947284,-0.5078927464028573
NGC2841,24.59,296.0,-0.016710053177883256,-0.5736733834889887
NGC2841,26.68,293.0,-0.060985531093335675,-0.6515700949062895
NGC2841,28.77,289.0,-0.10567912293427353,-0.7244977461803729
NGC2841,30.7,289.0,-0.13387763652113402,-0.7846358734479819
NGC2841,32.79,288.0,-0.1654913877079468,-0.8386025347004377
NGC2841,34.88,285.0,-0.20142170280055252,-0.8807240933625418
NGC2841,36.96,283.0,-0.23269403805653185,-0.915354204392127
NGC2841,38.9,275.0,-0.2798191602222257,-0.9456079598699876
NGC2841,40.99,272.0,-0.3120750568051476,-0.9799392993390035
NGC2841,43.08,271.0,-0.3368720594341758,-1.016162696497075
NGC2841,45.16,274.0,-0.34778775416919755,-1.0563587620558827
NGC2841,47.1,277.0,-0.35659631555704235,-1.0985441534931601
NGC2841,49.19,281.0,-0.36299912930621475,-1.1431611685830338
NGC2841,51.27,286.0,-0.36566619773935655,-1.1817298251563102
NGC2841,53.36,282.0,-0.3952525508268136,-1.211664407946611
NGC2841,55.3,283.0,-0.40768720681316095,-1.2300012375793021
NGC2841,57.38,288.0,-0.40851051494856117,-1.2454757148922027
NGC2841,59.47,287.0,-0.427069091588336,-1.2601292498327366
NGC2841,61.56,289.0,-0.4360378722033886,-1.2786386261796294
NGC2841,63.64,294.0,-0.43557045670727257,-1.3009421853592713
NGC2903,0.32,44.0,0.2132204280954256,1.2178254767322587
NGC2903,0.64,64.0,0.23764502742684393,0.9443240408164888
NGC2903,0.96,128.0,0.663613759699125,0.7889135559157383
NGC2903,1.28,148.0,0.6647785145850031,0.7045495744937952
NGC2903,1.6,157.0,0.6191443756054994,0.6344308999165972
NGC2903,1.92,189.0,0.7010874330858954,0.5786157253340322
NGC2903,2.24,195.0,0.6612862578338299,0.581364647542019
NGC2903,2.56,201.0,0.629617202972085,0.6138323037628263
NGC2903,2.88,214.0,0.6329001123821075,0.6030772689073728
NGC2903,3.2,215.0,0.5911919949542614,0.5835187977718485
NGC2903,3.52,215.0,0.5497993097960364,0.5363843047296513
NGC2903,3.84,216.0,0.5160413313772877,0.4737924807877129
NGC2903,4.8,214.0,0.4110513627657512,0.33376671028330873
NGC2903,5.76,210.0,0.3154811594875832,0.19477371077672317
NGC2903,6.72,205.0,0.22760350250064007,0.06121326010202976
NGC2903,7.68,203.0,0.1610959092378706,-0.05358488886592458
NGC2903,8.64,201.0,0.10134342580504113,-0.1507645681500356
NGC2903,9.6,201.0,0.055585935244366017,-0.23668060135819052
NGC2903,10.56,199.0,0.005507288064576635,-0.3115906774977953
NGC2903,11.52,197.0,-0.04105497332105067,-0.3777950135481501
NGC2903,12.48,196.0,-0.08023738919049632,-0.4449349638929123
NGC2903,13.44,193.0,-0.12581959725930217,-0.511498951660986
NGC2903,14.4,190.0,-0.16939023674663492,-0.5734082816520644
NGC2903,15.36,188.0,-0.2066104637251768,-0.6318268170442453
NGC2903,16.32,187.0,-0.2375718879018877,-0.6855473176002418
NGC2903,17.28,188.0,-0.25776298617255805,-0.7379789257296548
NGC2903,18.24,186.0,-0.29053389211360797,-0.7863439217855726
NGC2903,19.2,185.0,-0.3174927184545652,-0.8318671447903336
NGC2903,20.16,185.0,-0.33868201752450333,-0.8755841752514015
NGC2903,21.12,181.0,-0.3778717106804489,-0.9164249897400065
NGC2903,22.08,178.0,-0.41169401099641656,-0.9546214722514578
NGC2903,23.04,177.0,-0.43507088858460446,-0.9917501375604801
NGC2903,24.0,182.0,-0.42860341229849963,-1.024890046478221
NGC2903,24.96,180.0,-0.45523451736081755,-1.0572498992856492
NGC2915,0.34,13.5,-0.8393463266092862,-0.09172436606434106
NGC2915,0.67,31.3,-0.40352107416497274,-0.29660679478363994
NGC2915,1.0,35.3,-0.4729855357813981,-0.4881300640632213
NGC2915,1.34,50.5,-0.28905698868452817,-0.6523507332537013
NGC2915,1.68,61.0,-0.22318455826137207,-0.8017757740465735
NGC2915,2.01,66.5,-0.22608771337132288,-0.9286652315519671
NGC2915,2.34,74.4,-0.19460493287542865,-1.0384396106996998
NGC2915,2.67,83.0,-0.1568900231694706,-1.1369595387606943
NGC2915,3.01,86.4,-0.1740739571931,-1.233620065875306
NGC2915,3.35,83.6,-0.24916719871585577,-1.320538499398341
NGC2915,3.68,79.8,-0.3303769825291021,-1.3844630337539054
NGC2915,4.02,82.8,-0.336700326071753,-1.4328254315875788
NGC2915,4.35,83.5,-0.3636512525444764,-1.4669501788729649
NGC2915,4.68,80.4,-0.42826870213426466,-1.499092935556967
NGC2915,5.02,80.3,-0.45980757314470067,-1.5372153380745432
NGC2915,5.35,82.1,-0.4682024143393901,-1.5803348481903898
NGC2915,5.69,82.4,-0.49179278955788286,-1.6279460805745491
NGC2915,6.03,80.9,-0.5329552154726499,-1.6724262569048576
NGC2915,6.36,79.0,-0.5767378796245742,-1.701204838567004
NGC2915,6.69,81.4,-0.572712254546464,-1.7161029594792558
NGC2915,7.02,79.7,-0.6119554158946238,-1.7213100235199774
NGC2915,7.36,77.5,-0.6568093558819215,-1.7280189356405955
NGC2915,7.7,79.9,-0.6499321131015424,-1.7523607312349447
NGC2915,8.03,81.5,-0.6509352743557709,-1.7674579139222084
NGC2915,8.37,82.2,-0.6615167694702024,-1.778764795382508
NGC2915,8.7,82.0,-0.6804264944082283,-1.7912480279745457
NGC2915,9.03,84.7,-0.6684558762091352,-1.799278200960608
NGC2915,9.37,86.1,-0.6702682345375119,-1.8132108601969792
NGC2915,9.7,85.3,-0.6934086184882421,-1.8227760593808606
NGC2915,10.04,86.5,-0.6962364444364153,-1.8416811112506641
NGC2955,0.75,169.0,1.0121771992786037,0.8585373485371889
NGC2955,1.55,203.0,0.8561254310990911,0.8105227292418725
NGC2955,2.3,232.0,0.8007131872071632,0.7385789201900189
NGC2955,3.06,256.0,0.7622235575850759,0.7025853917226903
NGC2955,3.85,248.0,0.6349076855868885,0.6401432213381735
NGC2955,4.61,253.0,0.5740051704049445,0.5726304136730728
NGC2955,5.36,269.0,0.5618048237550026,0.5034495603602298
NGC2955,6.12,268.0,0.5009832193549733,0.43844416950661735
NGC2955,6.91,260.0,0.4219337020103942,0.3800683120324567
NGC2955,7.66,245.0,0.3255684525394177,0.334431007341694
NGC2955,8.42,247.0,0.29154686846263866,0.28346918850879477
NGC2955,8.86,267.0,0.3370538542850564,0.2520650945971587
NGC2955,9.21,255.0,0.28028578411401817,0.22640405597513802
NGC2955,10.82,253.0,0.20347883502404196,0.11889707258150813
NGC2955,11.56,271.0,0.2344458011072579,0.07474701243243187
NGC2955,12.4,276.0,0.21986153241115705,0.02783108045176502
NGC2955,14.17,275.0,0.15876059085602168,-0.046670628582688084
NGC2955,16.88,275.0,0.08275799881384581,-0.15421248799767534
NGC2955,19.49,276.0,0.023471378455770842,-0.2292876081215792
NGC2955,22.19,267.0,-0.06166972605990113,-0.31487449624377095
NGC2955,24.8,257.0,-0.1431203807206705,-0.3957522195079775
NGC2955,27.51,254.0,-0.19835810370685075,-0.4787740816276221
NGC2955,30.12,248.0,-0.25848655243327373,-0.5530140737450501
NGC2955,35.43,227.0,-0.4058543845039751,-0.6758079895908918
NGC2976,0.11,6.8,-0.9449098063027956,-0.7472966240070704
NGC2976,0.17,9.5,-0.8435366573576216,-0.711577297283177
NGC2976,0.24,14.0,-0.6564901169121732,-0.6551271109125453
NGC2976,0.31,19.8,-0.4665662598682537,-0.6195844150962251
NGC2976,0.38,26.1,-0.3150375284972915,-0.5970142900913259
NGC2976,0.45,28.7,-0.30598366686440226,-0.576663030527827
NGC2976,0.52,28.7,-0.36877449672385776,-0.5537643695275443
NGC2976,0.59,31.7,-0.3372684337636844,-0.5301444280006551
NGC2976,0.66,35.5,-0.28762217598872375,-0.5090091356356115
NGC2976,0.73,39.4,-0.24086536302635092,-0.490027130922603
NGC2976,0.8,42.9,-0.2067103491795384,-0.47310614244436544
NGC2976,0.87,46.0,-0.1825385358125136,-0.4566216181530051
NGC2976,0.94,49.1,-0.159499815910805,-0.4361910393747707
NGC2976,1.01,49.2,-0.1889261148049652,-0.40650883984456165
NGC2976,1.08,51.4,-0.1800324640534415,-0.37528298878161687
NGC2976,1.14,57.2,-0.1106477403074674,-0.35047246707716384
NGC2976,1.21,63.8,-0.04167895943116869,-0.3171618958851083
NGC2976,1.29,67.8,-0.016665269122165524,-0.28238724886244315
NGC2976,1.35,69.8,-0.011157869805727241,-0.25815750233928403
NGC2976,1.42,71.7,-0.009784979604499531,-0.23622435419103202
NGC2976,1.49,74.1,-0.0020847990106609197,-0.21742882957724569
NGC2976,1.56,76.7,0.007931182986457121,-0.20117398340470438
NGC2976,1.63,79.9,0.02437100766698168,-0.19334270176288482
NGC2976,1.74,83.6,0.03532836003838978,-0.19390910344209017
NGC2976,1.93,83.9,-0.006568333907416398,-0.25756016604316323
NGC2976,2.1,88.7,0.005092998372490269,-0.31791523562418583
NGC2976,2.27,85.3,-0.06266274141511992,-0.36778562567536527
NGC2998,0.33,90.0,0.821436132443719,-0.09018851776756685
NGC2998,0.99,125.0,0.6296498848615196,0.07395475965643916
NGC2998,1.98,148.0,0.4753232939713404,0.07612462087815303
NGC2998,2.64,180.0,0.5204061367797379,0.08806431583183995
NGC2998,3.63,201.0,0.477950543247822,0.15896074728747708
NGC2998,7.59,206.0,0.1789577182857832,-0.05375743607913769
NGC2998,12.5,214.0,-0.004617412866717956,-0.28972956890255575
NGC2998,17.48,212.0,-0.15840465299792458,-0.47285819499940973
NGC2998,22.46,213.0,-0.26318549160500687,-0.6599160476543995
NGC2998,27.44,214.0,-0.34609150689337576,-0.785737676963086
NGC2998,32.32,213.0,-0.42124709178211633,-0.8872975556339923
NGC2998,37.3,213.0,-0.48348457148825535,-0.9905157368009794
NGC2998,42.28,203.0,-0.5796778493660061,-1.0938983444047685
NGC3109,0.26,6.1,-1.4128486245063272,-2.296496871126941
NGC3109,0.52,11.2,-1.186102244851479,-2.0891686897321784
NGC3109,0.77,14.9,-1.108653134904977,-1.801611499120847
NGC3109,1.03,19.1,-1.0193054367667604,-1.6801010673208607
NGC3109,1.29,24.3,-0.9079121096596678,-1.5854689010246548
NGC3109,1.55,29.8,-0.8104341165748243,-1.5287172343292954
NGC3109,1.81,34.3,-0.7556252813406867,-1.4908164061581937
NGC3109,2.06,38.2,-0.7182754411027792,-1.4731921456562922
NGC3109,2.32,42.5,-0.6772450713473198,-1.4821664466506237
NGC3109,2.58,42.3,-0.7274739177701887,-1.4990417399585647
NGC3109,2.84,47.3,-0.6721310051284578,-1.5158959999301498
NGC3109,3.1,49.3,-0.6742028018368559,-1.5299941320214039
NGC3109,3.35,50.6,-0.6852787199142902,-1.5351523657712727
NGC3109,3.61,53.0,-0.677490409261123,-1.5428185421775187
NGC3109,3.87,54.7,-0.6802712589090931,-1.5798431078651858
NGC3109,4.13,55.2,-0.7006068427550465,-1.616436830258326
NGC3109,4.38,57.5,-0.6906733676818818,-1.6289440696339694
NGC3109,4.64,59.1,-0.6918779653494133,-1.639590656537362
NGC3109,4.9,61.2,-0.6852281822944346,-1.6459305928440473
NGC3109,5.16,62.7,-0.6866495665228217,-1.6523992605519382
NGC3109,5.42,64.4,-0.6847624983758058,-1.6510103500693498
NGC3109,5.67,66.6,-0.6751695471093477,-1.649696810921838
NGC3109,5.93,66.3,-0.6985625831117596,-1.6678022021733534
NGC3109,6.19,66.2,-0.7185096166977615,-1.6937205785316491
NGC3109,6.45,67.3,-0.7220645327443573,-1.7187677716905365
NGC3198,0.32,24.4,-0.29890527219949037,0.22781802043830987
NGC3198,0.64,43.3,-0.10173912783419956,0.05871851283287663
NGC3198,0.96,45.5,-0.23478338628238687,-0.05680191645954205
NGC3198,1.28,58.5,-0.14143318404055075,-0.14174833555796082
NGC3198,1.61,68.8,-0.10018394611787039,-0.22555758880924454
NGC3198,1.93,76.9,-0.08223957596195494,-0.31518916218353027
NGC3198,2.24,82.0,-0.09115526012377272,-0.34040052291528144
NGC3198,2.57,86.9,-0.10042851699100482,-0.3816960218139696
NGC3198,2.89,97.6,-0.050533153980207524,-0.4321023774615764
NGC3198,3.21,100.0,-0.07503997896191532,-0.43169999183683433
NGC3198,3.54,107.0,-0.05877065321241178,-0.408048433181202
NGC3198,3.85,113.0,-0.04783878909870452,-0.38391650885601175
NGC3198,4.17,117.0,-0.052299278038477476,-0.36431145050999475
NGC3198,4.5,119.0,-0.07065353754732541,-0.36016795269253754
NGC3198,4.82,127.0,-0.043974542883979166,-0.35469629493462806
NGC3198,5.15,132.0,-0.03919431318653458,-0.3556277583968033
NGC3198,5.46,134.0,-0.05151799253216518,-0.3555708346750812
NGC3198,5.78,137.0,-0.05702165066475879,-0.3583360080381331
NGC3198,6.1,140.0,-0.06160871021133418,-0.36232569902424805
NGC3198,6.43,142.0,-0.07216923071515229,-0.36928477868668064
NGC3198,6.74,144.0,-0.08046985890186382,-0.38579256363861786
NGC3198,7.06,146.0,-0.08863393603997279,-0.41311809993001125
NGC3198,8.04,147.0,-0.13915632580914222,-0.4972959714936409
NGC3198,9.04,148.0,-0.18417994624249168,-0.5726759584267724
NGC3198,10.04,152.0,-0.2065814834764986,-0.6274896168168751
NGC3198,11.04,155.0,-0.23084062360964042,-0.6691997128863554
NGC3198,12.05,156.0,-0.2632727967590072,-0.70917426372812
NGC3198,14.05,157.0,-0.3244119659796745,-0.8042530817946624
NGC3198,16.07,153.0,-0.40516796168519026,-0.9182492436239303
NGC3198,18.13,153.0,-0.45754988901735427,-1.0115926277348422
NGC3198,20.05,154.0,-0.4956078818403183,-1.075958544209315
NGC3198,22.12,153.0,-0.5439372075545063,-1.1449733315026545
NGC3198,24.03,150.0,-0.597106199249581,-1.2064188440425867
NGC3198,26.1,149.0,-0.6388029170707762,-1.2586333646550605
NGC3198,28.16,148.0,-0.6776441662372031,-1.3032254026599852
NGC3198,30.08,146.0,-0.7181070669077737,-1.352689821937825
NGC3198,32.14,147.0,-0.7409461494880168,-1.4062788134914948
NGC3198,34.06,148.0,-0.7602561593937107,-1.4454442157772265
NGC3198,36.12,148.0,-0.7857592574085966,-1.4768346744874112
NGC3198,38.19,149.0,-0.8041120681058129,-1.5067678244697158
NGC3198,40.1,150.0,-0.8194968010658631,-1.5325452693723645
NGC3198,42.17,150.0,-0.8413560294605443,-1.5515739118488305
NGC3198,44.08,149.0,-0.8664039955762238,-1.5907912168791278
NGC3521,0.51,143.0,1.034566952275144,1.00555150315236
NGC3521,0.69,160.0,1.000855928017551,0.9493423092786986
NGC3521,0.86,178.0,0.997806606817177,0.9135638185368201
NGC3521,1.03,188.0,0.9669435272651442,0.8855318504855273
NGC3521,1.2,187.0,0.8959670204683299,0.8285135320075611
NGC3521,1.38,195.0,0.8716551897667563,0.7785562606670944
NGC3521,1.55,199.0,0.8388395080920785,0.7407827082934599
NGC3521,1.71,203.0,0.8134610188772288,0.7206119136470922
NGC3521,1.89,206.0,0.7827376900080194,0.6923747363115363
NGC3521,2.06,211.0,0.7661627436691886,0.6789202300883685
NGC3521,2.23,219.0,0.7640484200750327,0.6599736223772761
NGC3521,2.41,216.0,0.7183555131699502,0.6316773840825056
NGC3521,2.58,214.0,0.6806728941781083,0.59476157236861
NGC3521,2.75,213.0,0.6488915664901695,0.5653509823501528
NGC3521,2.92,210.0,0.610520791462377,0.5381850139637947
NGC3521,3.09,214.0,0.6023341207165038,0.5184144867851381
NGC3521,3.26,213.0,0.5750066602524933,0.4989863783701656
NGC3521,3.43,212.0,0.548842655257689,0.48410787698907126
NGC3521,3.61,215.0,0.5388347713685095,0.46410714277507503
NGC3521,3.78,217.0,0.5268927213027904,0.4506353824352612
NGC3521,3.95,219.0,0.5157561874967331,0.43480350106034155
NGC3521,4.12,220.0,0.5014131990542346,0.4200701399178794
NGC3521,4.29,218.0,0.47592074846744215,0.39927732470418026
NGC3521,4.46,220.0,0.4669755563752273,0.3778677477807266
NGC3521,4.64,220.0,0.4497924345324884,0.35002064416653
NGC3521,4.81,216.0,0.41822747937098675,0.3228772821635095
NGC3521,4.98,220.0,0.4190810723276516,0.29470247085460544
NGC3521,5.15,218.0,0.39657081161097535,0.2686780364631887
NGC3521,5.32,213.0,0.362312628025384,0.24258315261197483
NGC3521,5.49,215.0,0.35676962882407554,0.2177159765835928
NGC3521,5.67,216.0,0.34678949685191196,0.19249509365253298
NGC3521,5.84,208.0,0.3011788762560803,0.16988699033210466
NGC3521,6.01,212.0,0.30526230329772014,0.1479765092851172
NGC3521,6.19,213.0,0.2965336113003142,0.1263490961089091
NGC3521,6.35,216.0,0.2975988304528429,0.10742291876986061
NGC3521,6.64,210.0,0.25373556354277776,0.0728297388105579
NGC3521,8.82,210.0,0.13043505777897546,-0.14852561524601327
NGC3521,11.07,210.0,0.03175602203207248,-0.3211264767390028
NGC3521,13.32,206.0,-0.06530473065301878,-0.4649766593579368
NGC3521,15.49,206.0,-0.13085192357794243,-0.589791689661193
NGC3521,17.74,206.0,-0.18975412131444402,-0.7156107693368774
NGC3726,3.5,102.0,-0.09540264738348375,-0.13242837053063533
NGC3726,5.24,125.0,-0.09404620752465706,-0.15926149746583418
NGC3726,6.98,145.0,-0.0896543647102546,-0.21072458845946845
NGC3726,8.72,164.0,-0.0793637353942148,-0.2719932384854925
NGC3726,10.47,162.0,-0.16945159915062372,-0.3829505616506912
NGC3726,12.19,160.0,-0.24629868686357567,-0.47164807326142033
NGC3726,13.94,156.0,-0.32654852361011066,-0.5406802399351595
NGC3726,16.03,146.0,-0.44476275734231385,-0.6343366039183509
NGC3726,22.3,158.0,-0.5195256356963587,-0.9153479264212763
NGC3726,27.52,168.0,-0.5575648126687912,-1.1152069435030494
NGC3726,30.08,169.0,-0.5910393692493008,-1.1988879407692152
NGC3726,32.52,167.0,-0.6352525411839073,-1.2694530518737055
NGC3741,0.23,13.1,-0.6957201912631076,-1.0652625058984004
NGC3741,0.47,17.3,-0.7645405982351698,-1.1654885733133216
NGC3741,0.7,23.6,-0.667808980631087,-1.3004108275103503
NGC3741,0.93,26.2,-0.7004153124714875,-1.416435903211141
NGC3741,1.17,27.4,-0.7612196826624289,-1.5278301857932275
NGC3741,1.4,26.9,-0.8551584222304652,-1.616418090686633
NGC3741,1.64,27.4,-0.9078776689639653,-1.6874811719511171
NGC3741,1.87,31.0,-0.8576531654249969,-1.7519592389993117
NGC3741,2.1,32.5,-0.8669875193332138,-1.8076855952038442
NGC3741,2.33,33.0,-0.8988629878272872,-1.829878554097606
NGC3741,2.57,36.5,-0.8538823409753883,-1.8405897662795512
NGC3741,2.8,38.9,-0.835793775247847,-1.8420679731266585
NGC3741,3.26,41.5,-0.8456563532007969,-1.870455625748316
NGC3741,3.73,42.7,-0.8793880283156831,-1.9091487499944948
NGC3741,4.21,44.7,-0.8922019961288385,-1.92091877225152
NGC3741,4.67,46.7,-0.8992180659909311,-1.9443643064081102
NGC3741,5.14,48.5,-0.9080145883477916,-1.9702674624876415
NGC3741,5.61,50.0,-0.9195577991411671,-2.0103912049498973
NGC3741,6.07,50.2,-0.9503162033422622,-2.0523496112979918
NGC3741,6.54,50.1,-0.9844372431468191,-2.098995416265867
NGC3741,7.0,51.6,-0.9883335833168774,-2.142895006572811
NGC3769,1.74,87.5,0.07493191120498356,0.09979895655308305
NGC3769,3.5,106.0,-0.0619912603777784,-0.12301133429065937
NGC3769,5.24,116.0,-0.15895025508693295,-0.3581981377158392
NGC3769,6.98,125.0,-0.21857034316409157,-0.5519421466660066
NGC3769,8.72,126.0,-0.3083103412544847,-0.7146335328882465
NGC3769,10.47,123.0,-0.40867140535708973,-0.8572735854553801
NGC3769,12.31,118.0,-0.5150289848761088,-0.9903865987477278
NGC3769,14.52,115.0,-0.6091058822138948,-1.1210563760231462
NGC3769,17.07,122.0,-0.6280488063222804,-1.2345164712040202
NGC3769,31.82,121.0,-0.9056643812347057,-1.68743452573992
NGC3769,34.61,118.0,-0.9639725312389201,-1.7583693220323775
NGC3769,37.16,113.0,-1.032453764911808,-1.8185794690571573
NGC3877,0.87,37.8,-0.3530705995012111,0.20700841747705767
NGC3877,1.74,80.1,-0.0018191626711675883,0.011130418116287906
NGC3877,2.61,121.0,0.180395286737576,-0.11348578820980887
NGC3877,3.5,142.0,0.19197369785879406,-0.16394803207644973
NGC3877,4.37,153.0,0.1603664781077325,-0.18502869941791464
NGC3877,5.24,160.0,0.12037373177107968,-0.1699167714633109
NGC3877,6.11,162.0,0.06445387228566442,-0.12577796564594942
NGC3877,6.98,167.0,0.033042573114962163,-0.12536872901665047
NGC3877,7.85,169.0,-0.007631194074948751,-0.15623332297767253
NGC3877,8.72,171.0,-0.04305921070530283,-0.18746744253963588
NGC3877,9.6,171.0,-0.08481395881230396,-0.2240734504237917
NGC3877,10.47,170.0,-0.12758378547933777,-0.2887754309529198
NGC3877,11.35,169.0,-0.16775739885883767,-0.346623227275559
NGC3893,1.74,145.0,0.5136518096303069,0.5080256718320465
NGC3893,3.5,174.0,0.3684955056578806,0.2387454633548099
NGC3893,5.24,194.0,0.2877372263196822,0.07618527898333449
NGC3893,6.98,190.0,0.14511683272545356,-0.12291722573184448
NGC3893,8.81,186.0,0.02551503346674143,-0.2777966492923111
NGC3893,10.9,188.0,-0.057645745970307166,-0.42898684779413165
NGC3893,13.12,187.0,-0.1427855685236868,-0.5777377683467143
NGC3893,15.33,179.0,-0.24837103945163208,-0.714045774945614
NGC3893,17.3,176.0,-0.31555571405753907,-0.8130657913968513
NGC3893,19.05,167.0,-0.4029969842735148,-0.8895133474163266
NGC3917,0.87,24.3,-0.7368416519790374,-0.7052088041099686
NGC3917,1.74,49.6,-0.418120841859248,-0.7559958357193013
NGC3917,2.61,73.6,-0.2514198252203265,-0.723125512347422
NGC3917,3.5,101.0,-0.10396024334203373,-0.6698436700882084
NGC3917,4.37,107.0,-0.15024882815704588,-0.6299717100734225
NGC3917,5.24,115.0,-0.1664705528335465,-0.6038978336703944
NGC3917,6.11,123.0,-0.17476593392080164,-0.6070268415087942
NGC3917,6.98,130.0,-0.18450366456653086,-0.6260828780437125
NGC3917,7.85,134.0,-0.20919500657268056,-0.6554331459926378
NGC3917,8.72,136.0,-0.24197361474917553,-0.7047017138235442
NGC3917,9.6,137.0,-0.27736504528379813,-0.734289925644501
NGC3917,10.47,136.0,-0.32140381149545066,-0.7758809324884612
NGC3917,11.35,137.0,-0.3500896737733712,-0.8191371083964851
NGC3917,12.19,137.0,-0.3810975178626116,-0.8664689563105579
NGC3917,13.12,137.0,-0.4130276472838712,-0.9346805579612981
NGC3917,13.94,138.0,-0.43303954751656076,-0.9842117624105398
NGC3917,14.86,137.0,-0.4671126216687861,-1.0489316075908601
NGC3949,1.74,123.0,0.37072602803915283,0.30109137819068216
NGC3949,2.61,145.0,0.3375605505746256,0.253054098646194
NGC3949,3.5,152.0,0.25108418498222623,0.19983558429659165
NGC3949,4.37,157.0,0.18278292129100235,0.06469767193187168
NGC3949,5.24,161.0,0.12578551852292946,-0.04797158198417871
NGC3949,6.11,165.0,0.08039173162821509,-0.16242408394577307
NGC3949,7.07,169.0,0.037819048873404405,-0.26515765996166574
NGC3953,3.5,181.0,0.4027541588310501,0.20613813274908763
NGC3953,5.24,203.0,0.3271258422856559,0.09171432492010337
NGC3953,6.98,216.0,0.2565171331216574,0.006667725800336744
NGC3953,8.72,223.0,0.18755829460671083,-0.03311244593911754
NGC3953,10.47,224.0,0.11201440843243995,-0.09731473534263262
NGC3953,12.19,223.0,0.04207107392089616,-0.17281393569082765
NGC3953,13.94,224.0,-0.012301683650708278,-0.25727799149154135
NGC3953,15.68,215.0,-0.09900408507425221,-0.36017348787459086
NGC3972,0.87,39.6,-0.31266382732463716,-0.4431703422372261
NGC3972,1.74,73.0,-0.08243847459873116,-0.5286713454243415
NGC3972,2.61,89.4,-0.08250041630348884,-0.536703724085247
NGC3972,3.5,102.0,-0.09540264738348375,-0.5476319980653714
NGC3972,4.37,110.0,-0.12623101321101504,-0.5892193355051175
NGC3972,5.24,116.0,-0.15895025508693295,-0.5577750275679061
NGC3972,6.11,123.0,-0.17476593392080164,-0.5570427733667238
NGC3972,6.98,130.0,-0.18450366456653086,-0.6294496186859428
NGC3972,7.85,134.0,-0.20919500657268056,-0.7113127282059947
NGC3972,8.72,134.0,-0.2548418347599952,-0.7952242558658987
NGC3992,9.19,248.0,0.257052903709278,-0.1555292981007307
NGC3992,13.79,264.0,0.13510864100676917,-0.22438628519782136
NGC3992,18.35,272.0,0.03696679292324596,-0.3470181576600963
NGC3992,22.94,271.0,-0.06318977837348068,-0.4662785334750729
NGC3992,27.52,264.0,-0.1649755223808548,-0.6252574770048208
NGC3992,32.11,242.0,-0.30754452016268324,-0.7748903443845548
NGC3992,36.7,244.0,-0.3584213581316738,-0.8978642803134359
NGC3992,41.44,241.0,-0.42192060814448307,-1.0089518693817316
NGC3992,46.02,237.0,-0.4819848688694601,-1.1030403980236456
NGC4010,0.87,39.3,-0.31926909842480833,-0.7786615861840392
NGC4010,1.74,54.6,-0.3346989094301685,-0.4844365608930636
NGC4010,2.61,65.5,-0.3526928539117581,-0.42491522025863904
NGC4010,3.5,83.9,-0.26507906924991836,-0.4457258036597563
NGC4010,4.37,94.3,-0.25999299805280834,-0.49747237030973757
NGC4010,5.24,104.0,-0.2537995549432092,-0.5624883357699224
NGC4010,6.11,115.0,-0.23318047609237422,-0.6121053899917599
NGC4010,6.98,127.0,-0.2047829272682907,-0.6500592787452564
NGC4010,7.85,129.0,-0.24222518270379784,-0.6830991533973068
NGC4010,8.72,127.0,-0.30144398957769675,-0.7305346481671907
NGC4010,9.6,124.0,-0.36396280927214153,-0.8006558858768063
NGC4010,10.47,122.0,-0.41576196688638917,-0.8718492555656203
NGC4013,5.49,198.0,0.28522308951592706,0.10071188305938579
NGC4013,6.17,195.0,0.22124911213475115,0.0720496055738522
NGC4013,6.92,194.0,0.16696241884665103,0.03304694056771511
NGC4013,7.69,195.0,0.12560793636656165,-0.010328430228064234
NGC4013,8.36,195.0,0.08932799872897644,-0.05289909920280448
NGC4013,9.12,195.0,0.05153943783957665,-0.10596832413477225
NGC4013,9.88,192.0,0.0033105662624277523,-0.17097856292210603
NGC4013,10.56,188.0,-0.04388316622747698,-0.2406710083319559
